ID,SK_ID_CURR
101759,101759
101762,101762
101764,101764
101780,101780
101784,101784
101789,101789
101816,101816
101819,101819
101827,101827
101863,101863
101867,101867
101870,101870
101873,101873
101878,101878
101879,101879
101880,101880
101887,101887
101897,101897
101901,101901
101903,101903
101920,101920
101921,101921
101922,101922
101961,101961
101962,101962
101971,101971
101976,101976
102002,102002
102005,102005
102007,102007
102017,102017
102019,102019
102029,102029
102051,102051
102052,102052
102054,102054
102062,102062
102067,102067
102068,102068
102070,102070
102090,102090
102092,102092
102099,102099
102100,102100
102112,102112
102113,102113
102122,102122
102123,102123
102125,102125
102126,102126
102146,102146
102147,102147
102151,102151
102158,102158
102159,102159
102162,102162
102165,102165
102166,102166
102174,102174
102193,102193
102198,102198
102205,102205
102206,102206
102218,102218
102221,102221
102230,102230
102238,102238
102248,102248
102252,102252
102259,102259
102262,102262
102273,102273
102286,102286
102293,102293
102294,102294
102296,102296
102298,102298
102303,102303
102309,102309
102315,102315
102340,102340
102342,102342
102344,102344
102346,102346
102347,102347
102374,102374
102380,102380
102387,102387
102393,102393
102403,102403
102413,102413
102414,102414
102415,102415
102416,102416
102439,102439
102441,102441
102443,102443
102444,102444
102445,102445
102448,102448
102449,102449
102450,102450
102456,102456
102458,102458
102459,102459
102465,102465
102470,102470
102471,102471
102475,102475
102476,102476
102506,102506
102509,102509
102519,102519
102522,102522
102545,102545
102549,102549
102562,102562
102563,102563
102568,102568
102582,102582
102592,102592
102597,102597
102605,102605
102614,102614
102617,102617
102634,102634
102652,102652
102655,102655
102671,102671
102694,102694
102701,102701
102703,102703
102704,102704
102713,102713
102720,102720
102731,102731
102733,102733
102749,102749
102755,102755
102763,102763
102770,102770
102772,102772
102799,102799
102838,102838
102854,102854
102862,102862
102863,102863
102867,102867
102868,102868
102878,102878
102887,102887
102898,102898
102904,102904
102912,102912
102919,102919
102927,102927
102932,102932
102933,102933
102935,102935
102958,102958
102969,102969
102971,102971
102975,102975
102979,102979
102982,102982
102987,102987
102989,102989
102995,102995
102996,102996
103000,103000
103001,103001
103004,103004
103010,103010
103025,103025
103029,103029
103046,103046
103056,103056
103062,103062
103078,103078
103083,103083
103092,103092
103096,103096
103097,103097
103102,103102
103112,103112
103132,103132
103144,103144
103145,103145
103146,103146
103147,103147
103158,103158
103171,103171
103173,103173
103184,103184
103195,103195
103196,103196
103206,103206
103230,103230
103231,103231
103232,103232
103239,103239
103240,103240
103243,103243
103252,103252
103258,103258
103259,103259
103279,103279
103280,103280
103286,103286
103287,103287
103290,103290
103298,103298
103315,103315
103319,103319
103334,103334
103336,103336
103345,103345
103368,103368
103371,103371
103377,103377
103398,103398
103404,103404
103408,103408
103410,103410
103418,103418
103420,103420
103432,103432
103433,103433
103436,103436
103440,103440
103453,103453
103459,103459
103460,103460
103461,103461
103462,103462
103473,103473
103474,103474
103475,103475
103478,103478
103480,103480
103484,103484
103494,103494
103513,103513
103515,103515
103516,103516
103525,103525
103541,103541
103544,103544
103562,103562
103570,103570
103572,103572
103574,103574
103575,103575
103591,103591
103594,103594
103609,103609
103613,103613
103614,103614
103615,103615
103624,103624
103625,103625
103628,103628
103629,103629
103647,103647
103648,103648
103651,103651
103658,103658
103668,103668
103669,103669
103676,103676
103682,103682
103683,103683
103689,103689
103725,103725
103733,103733
103744,103744
103762,103762
103771,103771
103773,103773
103783,103783
103784,103784
103808,103808
103812,103812
103813,103813
103814,103814
103818,103818
103824,103824
103828,103828
103830,103830
103840,103840
103842,103842
103847,103847
103848,103848
103851,103851
103854,103854
103857,103857
103861,103861
103862,103862
103865,103865
103870,103870
103876,103876
103891,103891
103908,103908
103914,103914
103918,103918
103940,103940
103963,103963
103966,103966
103971,103971
103980,103980
103984,103984
103985,103985
103998,103998
104019,104019
104026,104026
104035,104035
104044,104044
104045,104045
104047,104047
104051,104051
104058,104058
104063,104063
104066,104066
104087,104087
104089,104089
104095,104095
104098,104098
104104,104104
104110,104110
104120,104120
104122,104122
104131,104131
104132,104132
104135,104135
104136,104136
104149,104149
104150,104150
104156,104156
104165,104165
104175,104175
104179,104179
104184,104184
104206,104206
104216,104216
104230,104230
104257,104257
104272,104272
104273,104273
104278,104278
104294,104294
104295,104295
104297,104297
104298,104298
104308,104308
104318,104318
104319,104319
104320,104320
104327,104327
104334,104334
104344,104344
104350,104350
104351,104351
104354,104354
104369,104369
104376,104376
104381,104381
104384,104384
104391,104391
104394,104394
104398,104398
104402,104402
104408,104408
104409,104409
104410,104410
104412,104412
104417,104417
104424,104424
104426,104426
104435,104435
104445,104445
104458,104458
104460,104460
104466,104466
104472,104472
104473,104473
104479,104479
104480,104480
104482,104482
104499,104499
104501,104501
104502,104502
104506,104506
104510,104510
104512,104512
104520,104520
104528,104528
104529,104529
104541,104541
104578,104578
104584,104584
104588,104588
104602,104602
104610,104610
104611,104611
104618,104618
104620,104620
104622,104622
104624,104624
104625,104625
104634,104634
104639,104639
104646,104646
104647,104647
104652,104652
104670,104670
104677,104677
104685,104685
104691,104691
104696,104696
104699,104699
104712,104712
104714,104714
104717,104717
104718,104718
104740,104740
104741,104741
104743,104743
104744,104744
104747,104747
104767,104767
104772,104772
104776,104776
104779,104779
104814,104814
104815,104815
104830,104830
104831,104831
104833,104833
104839,104839
104840,104840
104860,104860
104861,104861
104866,104866
104870,104870
104877,104877
104878,104878
104879,104879
104880,104880
104899,104899
104906,104906
104907,104907
104913,104913
104916,104916
104921,104921
104930,104930
104931,104931
104936,104936
104937,104937
104942,104942
104943,104943
104969,104969
104972,104972
104988,104988
105013,105013
105015,105015
105019,105019
105027,105027
105030,105030
105035,105035
105041,105041
105051,105051
105056,105056
105067,105067
105071,105071
105072,105072
105074,105074
105091,105091
105101,105101
105103,105103
105134,105134
105139,105139
105142,105142
105146,105146
105163,105163
105168,105168
105172,105172
105176,105176
105195,105195
105196,105196
105197,105197
105203,105203
105223,105223
105227,105227
105228,105228
105230,105230
105231,105231
105239,105239
105242,105242
105244,105244
105245,105245
105248,105248
105249,105249
105266,105266
105271,105271
105276,105276
105282,105282
105292,105292
105297,105297
105332,105332
105333,105333
105343,105343
105344,105344
105345,105345
105357,105357
105359,105359
105366,105366
105367,105367
105370,105370
105377,105377
105390,105390
105399,105399
105403,105403
105404,105404
105414,105414
105417,105417
105425,105425
105452,105452
105454,105454
105456,105456
105470,105470
105471,105471
105483,105483
105493,105493
105508,105508
105514,105514
105515,105515
105528,105528
105529,105529
105531,105531
105532,105532
105558,105558
105574,105574
105578,105578
105584,105584
105595,105595
105617,105617
105618,105618
105621,105621
105625,105625
105629,105629
105630,105630
105634,105634
105635,105635
105641,105641
105647,105647
105648,105648
105655,105655
105657,105657
105672,105672
105678,105678
105682,105682
105691,105691
105692,105692
105706,105706
105712,105712
105720,105720
105734,105734
105735,105735
105736,105736
105737,105737
105738,105738
105740,105740
105744,105744
105747,105747
105749,105749
105754,105754
105758,105758
105760,105760
105767,105767
105784,105784
105791,105791
105802,105802
105807,105807
105809,105809
105816,105816
105817,105817
105824,105824
105832,105832
105856,105856
105865,105865
105899,105899
105906,105906
105916,105916
105923,105923
105937,105937
105965,105965
105966,105966
105968,105968
105973,105973
105976,105976
105978,105978
105979,105979
105991,105991
105998,105998
105999,105999
106000,106000
106001,106001
106010,106010
106011,106011
106013,106013
106015,106015
106026,106026
106032,106032
106035,106035
106040,106040
106041,106041
106044,106044
106053,106053
106054,106054
106065,106065
106081,106081
106083,106083
106087,106087
106090,106090
106101,106101
106102,106102
106109,106109
106116,106116
106150,106150
106155,106155
106166,106166
106176,106176
106189,106189
106199,106199
106205,106205
106206,106206
106211,106211
106214,106214
106216,106216
106217,106217
106225,106225
106249,106249
106256,106256
106258,106258
106261,106261
106262,106262
106264,106264
106271,106271
106276,106276
106277,106277
106286,106286
106293,106293
106295,106295
106296,106296
106297,106297
106298,106298
106311,106311
106314,106314
106320,106320
106334,106334
106346,106346
106347,106347
106349,106349
106354,106354
106360,106360
106373,106373
106377,106377
106386,106386
106387,106387
106391,106391
106401,106401
106411,106411
106413,106413
106426,106426
106427,106427
106428,106428
106434,106434
106438,106438
106440,106440
106441,106441
106452,106452
106453,106453
106454,106454
106457,106457
106484,106484
106488,106488
106491,106491
106514,106514
106527,106527
106528,106528
106529,106529
106534,106534
106550,106550
106577,106577
106585,106585
106590,106590
106607,106607
106610,106610
106611,106611
106612,106612
106624,106624
106631,106631
106647,106647
106660,106660
106674,106674
106687,106687
106712,106712
106713,106713
106717,106717
106720,106720
106721,106721
106724,106724
106735,106735
106739,106739
106740,106740
106754,106754
106760,106760
106761,106761
106784,106784
106787,106787
106797,106797
106798,106798
106802,106802
106803,106803
106804,106804
106805,106805
106810,106810
106812,106812
106813,106813
106817,106817
106822,106822
106823,106823
106827,106827
106841,106841
106851,106851
106852,106852
106853,106853
106854,106854
106861,106861
106873,106873
106877,106877
106878,106878
106881,106881
106900,106900
106906,106906
106907,106907
106914,106914
106916,106916
106924,106924
106931,106931
106936,106936
106937,106937
106938,106938
106939,106939
106943,106943
106944,106944
106967,106967
106980,106980
106986,106986
106987,106987
106990,106990
107013,107013
107023,107023
107033,107033
107037,107037
107048,107048
107071,107071
107081,107081
107113,107113
107130,107130
107131,107131
107145,107145
107156,107156
107219,107219
107222,107222
107223,107223
107232,107232
107245,107245
107246,107246
107247,107247
107256,107256
107259,107259
107260,107260
107279,107279
107280,107280
107281,107281
107285,107285
107329,107329
107337,107337
107349,107349
107350,107350
107351,107351
107359,107359
107391,107391
107394,107394
107395,107395
107406,107406
107416,107416
107417,107417
107418,107418
107419,107419
107444,107444
107445,107445
107446,107446
107460,107460
107470,107470
107475,107475
107520,107520
107526,107526
107527,107527
107530,107530
107532,107532
107534,107534
107535,107535
107554,107554
107556,107556
107559,107559
107561,107561
107564,107564
107566,107566
107571,107571
107590,107590
107602,107602
107625,107625
107626,107626
107635,107635
107636,107636
107645,107645
107652,107652
107655,107655
107668,107668
107670,107670
107677,107677
107680,107680
107683,107683
107684,107684
107691,107691
107692,107692
107703,107703
107709,107709
107710,107710
107721,107721
107725,107725
107727,107727
107739,107739
107740,107740
107741,107741
107747,107747
107765,107765
107768,107768
107775,107775
107782,107782
107790,107790
107801,107801
107807,107807
107811,107811
107817,107817
107826,107826
107838,107838
107839,107839
107843,107843
107847,107847
107849,107849
107850,107850
107867,107867
107871,107871
107908,107908
107913,107913
107927,107927
107931,107931
107955,107955
107962,107962
107977,107977
107978,107978
107993,107993
108010,108010
108016,108016
108018,108018
108027,108027
108045,108045
108069,108069
108082,108082
108089,108089
108092,108092
108106,108106
108112,108112
108120,108120
108122,108122
108135,108135
108170,108170
108171,108171
108177,108177
108180,108180
108183,108183
108184,108184
108185,108185
108192,108192
108195,108195
108196,108196
108218,108218
108219,108219
108243,108243
108249,108249
108251,108251
108274,108274
108280,108280
108289,108289
108292,108292
108295,108295
108327,108327
108332,108332
108346,108346
108349,108349
108353,108353
108362,108362
108363,108363
108377,108377
108378,108378
108381,108381
108383,108383
108390,108390
108407,108407
108408,108408
108411,108411
108412,108412
108419,108419
108436,108436
108437,108437
108438,108438
108441,108441
108448,108448
108449,108449
108466,108466
108467,108467
108473,108473
108474,108474
108476,108476
108479,108479
108486,108486
108493,108493
108501,108501
108506,108506
108510,108510
108511,108511
108514,108514
108517,108517
108519,108519
108522,108522
108548,108548
108554,108554
108555,108555
108559,108559
108562,108562
108571,108571
108572,108572
108579,108579
108583,108583
108584,108584
108592,108592
108602,108602
108609,108609
108613,108613
108616,108616
108618,108618
108620,108620
108643,108643
108649,108649
108654,108654
108655,108655
108656,108656
108667,108667
108668,108668
108682,108682
108690,108690
108691,108691
108692,108692
108695,108695
108699,108699
108710,108710
108718,108718
108739,108739
108740,108740
108741,108741
108742,108742
108763,108763
108767,108767
108769,108769
108779,108779
108788,108788
108801,108801
108802,108802
108810,108810
108811,108811
108813,108813
108814,108814
108825,108825
108826,108826
108830,108830
108834,108834
108852,108852
108887,108887
108901,108901
108908,108908
108910,108910
108920,108920
108922,108922
108929,108929
108930,108930
108937,108937
108938,108938
108943,108943
108948,108948
108953,108953
108956,108956
108965,108965
108985,108985
108986,108986
108987,108987
108990,108990
108991,108991
108993,108993
109000,109000
109001,109001
109012,109012
109014,109014
109015,109015
109021,109021
109037,109037
109042,109042
109044,109044
109046,109046
109064,109064
109084,109084
109086,109086
109092,109092
109093,109093
109100,109100
109101,109101
109110,109110
109114,109114
109126,109126
109152,109152
109162,109162
109167,109167
109168,109168
109169,109169
109179,109179
109184,109184
109191,109191
109192,109192
109193,109193
109196,109196
109206,109206
109210,109210
109244,109244
109249,109249
109273,109273
109276,109276
109281,109281
109287,109287
109297,109297
109298,109298
109306,109306
109309,109309
109321,109321
109328,109328
109336,109336
109342,109342
109346,109346
109347,109347
109348,109348
109362,109362
109363,109363
109367,109367
109370,109370
109393,109393
109405,109405
109413,109413
109414,109414
109421,109421
109427,109427
109428,109428
109429,109429
109437,109437
109443,109443
109461,109461
109468,109468
109469,109469
109471,109471
109479,109479
109484,109484
109501,109501
109505,109505
109535,109535
109539,109539
109544,109544
109545,109545
109551,109551
109553,109553
109555,109555
109561,109561
109580,109580
109583,109583
109593,109593
109604,109604
109620,109620
109635,109635
109637,109637
109638,109638
109642,109642
109649,109649
109652,109652
109656,109656
109663,109663
109696,109696
109700,109700
109709,109709
109735,109735
109740,109740
109741,109741
109749,109749
109764,109764
109771,109771
109772,109772
109773,109773
109798,109798
109802,109802
109804,109804
109813,109813
109818,109818
109848,109848
109850,109850
109851,109851
109855,109855
109871,109871
109877,109877
109883,109883
109886,109886
109905,109905
109936,109936
109950,109950
109958,109958
109959,109959
109969,109969
109971,109971
109984,109984
109985,109985
109988,109988
109992,109992
110005,110005
110009,110009
110011,110011
110014,110014
110026,110026
110042,110042
110058,110058
110069,110069
110080,110080
110087,110087
110091,110091
110094,110094
110098,110098
110105,110105
110117,110117
110136,110136
110138,110138
110149,110149
110164,110164
110202,110202
110212,110212
110226,110226
110236,110236
110249,110249
110257,110257
110258,110258
110277,110277
110282,110282
110284,110284
110286,110286
110289,110289
110304,110304
110319,110319
110324,110324
110326,110326
110335,110335
110337,110337
110338,110338
110343,110343
110345,110345
110347,110347
110355,110355
110359,110359
110360,110360
110364,110364
110371,110371
110372,110372
110376,110376
110379,110379
110380,110380
110393,110393
110401,110401
110406,110406
110411,110411
110416,110416
110420,110420
110443,110443
110465,110465
110468,110468
110469,110469
110471,110471
110487,110487
110491,110491
110504,110504
110547,110547
110550,110550
110559,110559
110578,110578
110582,110582
110590,110590
110598,110598
110601,110601
110602,110602
110604,110604
110625,110625
110626,110626
110636,110636
110637,110637
110638,110638
110646,110646
110648,110648
110652,110652
110681,110681
110682,110682
110687,110687
110691,110691
110694,110694
110695,110695
110696,110696
110708,110708
110710,110710
110717,110717
110730,110730
110740,110740
110742,110742
110747,110747
110761,110761
110766,110766
110769,110769
110774,110774
110803,110803
110805,110805
110809,110809
110827,110827
110832,110832
110839,110839
110859,110859
110861,110861
110863,110863
110865,110865
110881,110881
110889,110889
110891,110891
110894,110894
110895,110895
110907,110907
110914,110914
110933,110933
110934,110934
110937,110937
110953,110953
110954,110954
110958,110958
110970,110970
110974,110974
110977,110977
110989,110989
110993,110993
110994,110994
111018,111018
111019,111019
111030,111030
111032,111032
111041,111041
111045,111045
111048,111048
111052,111052
111070,111070
111084,111084
111091,111091
111104,111104
111108,111108
111112,111112
111127,111127
111142,111142
111146,111146
111165,111165
111168,111168
111169,111169
111172,111172
111173,111173
111174,111174
111175,111175
111176,111176
111177,111177
111180,111180
111182,111182
111192,111192
111194,111194
111196,111196
111197,111197
111198,111198
111205,111205
111207,111207
111222,111222
111228,111228
111233,111233
111256,111256
111258,111258
111262,111262
111263,111263
111267,111267
111269,111269
111276,111276
111277,111277
111279,111279
111290,111290
111294,111294
111295,111295
111315,111315
111318,111318
111327,111327
111328,111328
111332,111332
111338,111338
111343,111343
111344,111344
111345,111345
111347,111347
111356,111356
111359,111359
111367,111367
111368,111368
111391,111391
111408,111408
111412,111412
111419,111419
111422,111422
111423,111423
111439,111439
111452,111452
111456,111456
111467,111467
111478,111478
111482,111482
111488,111488
111503,111503
111510,111510
111512,111512
111518,111518
111532,111532
111537,111537
111541,111541
111544,111544
111550,111550
111554,111554
111560,111560
111566,111566
111567,111567
111592,111592
111618,111618
111620,111620
111627,111627
111641,111641
111646,111646
111652,111652
111657,111657
111664,111664
111665,111665
111669,111669
111673,111673
111687,111687
111688,111688
111689,111689
111694,111694
111695,111695
111698,111698
111703,111703
111709,111709
111712,111712
111715,111715
111724,111724
111730,111730
111747,111747
111760,111760
111761,111761
111763,111763
111776,111776
111777,111777
111781,111781
111793,111793
111804,111804
111810,111810
111816,111816
111818,111818
111830,111830
111832,111832
111841,111841
111842,111842
111843,111843
111846,111846
111848,111848
111856,111856
111857,111857
111877,111877
111882,111882
111883,111883
111891,111891
111893,111893
111901,111901
111912,111912
111913,111913
111955,111955
111958,111958
111960,111960
111967,111967
112000,112000
112003,112003
112015,112015
112019,112019
112020,112020
112028,112028
112029,112029
112031,112031
112039,112039
112042,112042
112049,112049
112052,112052
112054,112054
112055,112055
112063,112063
112070,112070
112071,112071
112080,112080
112083,112083
112085,112085
112089,112089
112098,112098
112100,112100
112105,112105
112124,112124
112126,112126
112127,112127
112128,112128
112148,112148
112149,112149
112165,112165
112170,112170
112171,112171
112176,112176
112186,112186
112199,112199
112203,112203
112214,112214
112215,112215
112216,112216
112224,112224
112225,112225
112231,112231
112234,112234
112235,112235
112236,112236
112254,112254
112265,112265
112271,112271
112284,112284
112287,112287
112295,112295
112303,112303
112307,112307
112310,112310
112312,112312
112313,112313
112326,112326
112333,112333
112334,112334
112339,112339
112347,112347
112350,112350
112356,112356
112357,112357
112359,112359
112360,112360
112371,112371
112385,112385
112392,112392
112401,112401
112405,112405
112414,112414
112429,112429
112448,112448
112467,112467
112468,112468
112469,112469
112491,112491
112500,112500
112510,112510
112535,112535
112537,112537
112551,112551
112552,112552
112556,112556
112577,112577
112590,112590
112593,112593
112596,112596
112601,112601
112604,112604
112622,112622
112655,112655
112663,112663
112667,112667
112670,112670
112676,112676
112677,112677
112679,112679
112683,112683
112688,112688
112692,112692
112696,112696
112702,112702
112709,112709
112720,112720
112735,112735
112738,112738
112742,112742
112748,112748
112749,112749
112766,112766
112767,112767
112769,112769
112771,112771
112775,112775
112794,112794
112795,112795
112796,112796
112815,112815
112817,112817
112821,112821
112822,112822
112829,112829
112831,112831
112835,112835
112838,112838
112842,112842
112844,112844
112845,112845
112846,112846
112847,112847
112867,112867
112868,112868
112874,112874
112879,112879
112882,112882
112886,112886
112895,112895
112896,112896
112902,112902
112904,112904
112917,112917
112932,112932
112944,112944
112946,112946
112947,112947
112948,112948
112966,112966
112967,112967
112971,112971
112973,112973
112974,112974
112978,112978
112988,112988
112992,112992
113003,113003
113004,113004
113007,113007
113020,113020
113025,113025
113032,113032
113042,113042
113047,113047
113066,113066
113067,113067
113071,113071
113087,113087
113108,113108
113109,113109
113123,113123
113128,113128
113134,113134
113151,113151
113175,113175
113181,113181
113188,113188
113191,113191
113193,113193
113201,113201
113209,113209
113222,113222
113248,113248
113272,113272
113276,113276
113287,113287
113302,113302
113308,113308
113316,113316
113318,113318
113320,113320
113322,113322
113325,113325
113326,113326
113332,113332
113346,113346
113352,113352
113361,113361
113362,113362
113365,113365
113366,113366
113368,113368
113382,113382
113385,113385
113390,113390
113391,113391
113393,113393
113396,113396
113397,113397
113402,113402
113403,113403
113405,113405
113406,113406
113410,113410
113413,113413
113418,113418
113419,113419
113435,113435
113438,113438
113447,113447
113458,113458
113466,113466
113475,113475
113482,113482
113490,113490
113505,113505
113508,113508
113520,113520
113532,113532
113535,113535
113549,113549
113557,113557
113558,113558
113561,113561
113566,113566
113569,113569
113574,113574
113576,113576
113577,113577
113585,113585
113587,113587
113599,113599
113601,113601
113602,113602
113605,113605
113609,113609
113611,113611
113616,113616
113627,113627
113631,113631
113643,113643
113652,113652
113657,113657
113659,113659
113672,113672
113680,113680
113692,113692
113694,113694
113695,113695
113701,113701
113733,113733
113738,113738
113740,113740
113742,113742
113777,113777
113783,113783
113788,113788
113789,113789
113791,113791
113795,113795
113799,113799
113805,113805
113820,113820
113822,113822
113824,113824
113829,113829
113832,113832
113833,113833
113841,113841
113849,113849
113862,113862
113863,113863
113864,113864
113870,113870
113875,113875
113882,113882
113887,113887
113894,113894
113909,113909
113930,113930
113936,113936
113939,113939
113942,113942
113943,113943
113945,113945
113947,113947
113950,113950
113951,113951
113957,113957
113966,113966
113967,113967
113977,113977
113984,113984
113986,113986
113992,113992
113998,113998
113999,113999
114003,114003
114010,114010
114011,114011
114032,114032
114047,114047
114055,114055
114056,114056
114064,114064
114065,114065
114067,114067
114068,114068
114075,114075
114076,114076
114077,114077
114094,114094
114095,114095
114109,114109
114114,114114
114116,114116
114127,114127
114158,114158
114168,114168
114169,114169
114171,114171
114180,114180
114193,114193
114198,114198
114201,114201
114202,114202
114207,114207
114210,114210
114221,114221
114222,114222
114227,114227
114250,114250
114253,114253
114265,114265
114267,114267
114273,114273
114280,114280
114281,114281
114283,114283
114291,114291
114310,114310
114316,114316
114326,114326
114327,114327
114339,114339
114352,114352
114359,114359
114360,114360
114382,114382
114396,114396
114397,114397
114415,114415
114425,114425
114434,114434
114456,114456
114463,114463
114469,114469
114476,114476
114480,114480
114482,114482
114492,114492
114493,114493
114501,114501
114506,114506
114510,114510
114515,114515
114524,114524
114545,114545
114546,114546
114560,114560
114562,114562
114563,114563
114566,114566
114599,114599
114601,114601
114607,114607
114612,114612
114622,114622
114625,114625
114634,114634
114635,114635
114641,114641
114644,114644
114645,114645
114651,114651
114653,114653
114654,114654
114667,114667
114668,114668
114670,114670
114686,114686
114688,114688
114690,114690
114691,114691
114700,114700
114706,114706
114740,114740
114741,114741
114755,114755
114757,114757
114767,114767
114772,114772
114780,114780
114782,114782
114791,114791
114815,114815
114823,114823
114835,114835
114838,114838
114840,114840
114842,114842
114844,114844
114850,114850
114853,114853
114856,114856
114857,114857
114858,114858
114864,114864
114871,114871
114875,114875
114879,114879
114893,114893
114912,114912
114922,114922
114930,114930
114945,114945
114951,114951
114958,114958
114962,114962
114976,114976
114978,114978
114987,114987
115002,115002
115005,115005
115023,115023
115030,115030
115033,115033
115034,115034
115038,115038
115046,115046
115049,115049
115055,115055
115059,115059
115076,115076
115078,115078
115081,115081
115085,115085
115096,115096
115101,115101
115114,115114
115119,115119
115121,115121
115122,115122
115144,115144
115147,115147
115151,115151
115172,115172
115175,115175
115183,115183
115185,115185
115197,115197
115200,115200
115207,115207
115217,115217
115230,115230
115237,115237
115246,115246
115251,115251
115269,115269
115290,115290
115299,115299
115309,115309
115310,115310
115311,115311
115312,115312
115323,115323
115324,115324
115341,115341
115342,115342
115343,115343
115350,115350
115354,115354
115360,115360
115368,115368
115373,115373
115396,115396
115400,115400
115401,115401
115404,115404
115405,115405
115406,115406
115407,115407
115412,115412
115413,115413
115415,115415
115423,115423
115427,115427
115428,115428
115439,115439
115440,115440
115447,115447
115450,115450
115457,115457
115459,115459
115463,115463
115473,115473
115477,115477
115479,115479
115480,115480
115481,115481
115485,115485
115489,115489
115495,115495
115500,115500
115521,115521
115572,115572
115580,115580
115582,115582
115586,115586
115587,115587
115588,115588
115591,115591
115592,115592
115618,115618
115619,115619
115621,115621
115632,115632
115646,115646
115658,115658
115671,115671
115680,115680
115686,115686
115688,115688
115705,115705
115707,115707
115708,115708
115726,115726
115759,115759
115773,115773
115777,115777
115778,115778
115781,115781
115801,115801
115804,115804
115810,115810
115812,115812
115820,115820
115827,115827
115831,115831
115841,115841
115846,115846
115852,115852
115857,115857
115858,115858
115860,115860
115865,115865
115867,115867
115869,115869
115877,115877
115904,115904
115913,115913
115916,115916
115928,115928
115932,115932
115933,115933
115937,115937
115938,115938
115957,115957
115958,115958
115969,115969
115980,115980
115984,115984
116006,116006
116007,116007
116008,116008
116009,116009
116011,116011
116012,116012
116015,116015
116025,116025
116047,116047
116052,116052
116068,116068
116077,116077
116084,116084
116089,116089
116093,116093
116097,116097
116102,116102
116118,116118
116119,116119
116125,116125
116128,116128
116135,116135
116140,116140
116141,116141
116142,116142
116153,116153
116156,116156
116157,116157
116167,116167
116168,116168
116175,116175
116187,116187
116189,116189
116191,116191
116201,116201
116210,116210
116213,116213
116215,116215
116223,116223
116226,116226
116228,116228
116241,116241
116247,116247
116266,116266
116276,116276
116287,116287
116289,116289
116292,116292
116306,116306
116309,116309
116312,116312
116313,116313
116335,116335
116342,116342
116348,116348
116367,116367
116380,116380
116383,116383
116389,116389
116395,116395
